陕西渭南,河南焦作武陟,4.2,2018/10/3,http://www.56135.com/huoyuan/I9341214.html
河南许昌鄢陵,河南驻马店上蔡,13,2018/10/7,http://www.56135.com/huoyuan/I9348221.html
黑龙江安庆,浙江舟山,20,2018/10/1,http://www.56135.com/huoyuan/I9339902.html
河南平顶山鲁山,山东滨州邹平,100,2018/10/5,http://www.56135.com/huoyuan/I9343052.html
山东潍坊青州,山东聊城茌平,5000,2018/9/30,http://www.56135.com/huoyuan/I9334530.html
天津,安徽阜阳,12.5-15米，保温车,2018/10/6,http://www.56135.com/huoyuan/I9346324.html
天津,山东枣庄滕州,12.5-15米，保温车,2018/10/6,http://www.56135.com/huoyuan/I9346323.html
天津,上海,12.5-15米，冷藏车,2018/10/6,http://www.56135.com/huoyuan/I9346329.html
天津,海南屯昌西昌,12.5-15米，冷藏车,2018/10/6,http://www.56135.com/huoyuan/I9346326.html
天津,贵州贵阳,12.5-15米，冷藏车,2018/10/6,http://www.56135.com/huoyuan/I9346325.html
天津,福建厦门,12.5-15米，冷藏车,2018/10/6,http://www.56135.com/huoyuan/I9346322.html
福建漳州,福建龙岩,13米，平板,2018/10/2,http://www.56135.com/huoyuan/I9340432.html
福建漳州,福建龙岩永定,13米，平板,2018/10/2,http://www.56135.com/huoyuan/I9340431.html
福建漳州,福建龙岩上杭,13米，平板,2018/10/2,http://www.56135.com/huoyuan/I9340430.html
福建漳州,福建龙岩武平,13米，平板,2018/10/2,http://www.56135.com/huoyuan/I9340429.html
福建漳州,福建龙岩连城,13米，平板,2018/10/2,http://www.56135.com/huoyuan/I9340428.html
福建漳州,福建龙岩长汀,13米，平板,2018/10/2,http://www.56135.com/huoyuan/I9340427.html
福建漳州,福建三明宁化,13米，平板,2018/10/2,http://www.56135.com/huoyuan/I9340426.html
福建漳州,江西赣州于都,13米，平板,2018/10/2,http://www.56135.com/huoyuan/I9340425.html
福建漳州,江西赣州宁都,13米，平板,2018/10/2,http://www.56135.com/huoyuan/I9340424.html
福建漳州,江西赣州定南,13米，平板,2018/10/2,http://www.56135.com/huoyuan/I9340423.html
福建漳州,江西赣州,13米，平板,2018/10/2,http://www.56135.com/huoyuan/I9340422.html
浙江绍兴柯桥,新疆喀什喀什,3辆小车,2018/10/2,http://www.56135.com/huoyuan/I9339860.html
浙江绍兴新昌,山西朔州应县,5O装载机十小农用车一台,2018/10/5,http://www.56135.com/huoyuan/I9343020.html
福建厦门,福建厦门同安,6.8米,2018/10/6,http://www.56135.com/huoyuan/I9346115.html
江苏南京,山东淄博临淄,6类,2018/10/7,http://www.56135.com/huoyuan/I9347895.html
河北保定满城,河北保定涞源,6米水泥杆,2018/10/10,http://www.56135.com/huoyuan/I9348226.html
山东滨州惠民,山东潍坊临朐,7.6-9.6米，高栏,2018/10/1,http://www.56135.com/huoyuan/I9339330.html
福建南平,江苏常州,7.6米，冷藏车,2018/10/2,http://www.56135.com/huoyuan/I9340509.html
河北石家庄赞皇,山东潍坊高密,800#地砖,2018/10/2,http://www.56135.com/huoyuan/I9339983.html
天津,湖北鄂州,9.6，厢车,2018/10/1,http://www.56135.com/huoyuan/I9339623.html
山东菏泽东明,山东淄博,M,2018/10/7,http://www.56135.com/huoyuan/I9347872.html
黑龙江大庆,辽宁盘锦,M,2018/10/7,http://www.56135.com/huoyuan/I9347254.html
吉林,北京房山,M,2018/10/6,http://www.56135.com/huoyuan/I9345490.html
吉林,北京,M,2018/10/5,http://www.56135.com/huoyuan/I9344549.html
山东菏泽东明,山东淄博桓台,M140,2018/10/6,http://www.56135.com/huoyuan/I9345438.html
辽宁盘锦,山东东营,MTBE,2018/10/4,http://www.56135.com/huoyuan/I9342930.html
内蒙古鄂尔多斯鄂托克旗,新疆吐鲁番,None,2018/10/7,http://www.56135.com/huoyuan/I9348673.html
安徽宿州泗县,河南漯河,None,2018/10/7,http://www.56135.com/huoyuan/I9348650.html
安徽淮北,重庆,None,2018/10/7,http://www.56135.com/huoyuan/I9348649.html
河北石家庄,山东聊城高唐,None,2018/10/7,http://www.56135.com/huoyuan/I9348613.html
山东日照,湖南长沙,None,2018/10/7,http://www.56135.com/huoyuan/I9348608.html
山东潍坊寿光,安徽阜阳,None,2018/10/7,http://www.56135.com/huoyuan/I9348607.html
山东潍坊寿光,安徽淮南,None,2018/10/7,http://www.56135.com/huoyuan/I9348606.html
山东潍坊诸城,内蒙古呼和浩特,None,2018/10/7,http://www.56135.com/huoyuan/I9348605.html
山东潍坊诸城,山东泰安新泰,None,2018/10/7,http://www.56135.com/huoyuan/I9348604.html
山东潍坊诸城,甘肃定西陇西,None,2018/10/7,http://www.56135.com/huoyuan/I9348603.html
山东潍坊诸城,安徽淮南,None,2018/10/7,http://www.56135.com/huoyuan/I9348602.html
山东潍坊诸城,山东菏泽鄄城,None,2018/10/7,http://www.56135.com/huoyuan/I9348601.html
山东潍坊诸城,湖南益阳,None,2018/10/7,http://www.56135.com/huoyuan/I9348600.html
山东潍坊诸城,福建南平,None,2018/10/7,http://www.56135.com/huoyuan/I9348599.html
山东潍坊诸城,浙江丽水,None,2018/10/7,http://www.56135.com/huoyuan/I9348598.html
山东潍坊诸城,江西宜春,None,2018/10/7,http://www.56135.com/huoyuan/I9348597.html
山东潍坊诸城,江苏盐城东台,None,2018/10/7,http://www.56135.com/huoyuan/I9348596.html
山东潍坊诸城,江苏南通海安,None,2018/10/7,http://www.56135.com/huoyuan/I9348595.html
山东潍坊诸城,浙江杭州,None,2018/10/7,http://www.56135.com/huoyuan/I9348594.html
山东潍坊诸城,上海,None,2018/10/7,http://www.56135.com/huoyuan/I9348593.html
山东潍坊诸城,江苏苏州昆山,None,2018/10/7,http://www.56135.com/huoyuan/I9348592.html
山东潍坊诸城,江苏泰州,None,2018/10/7,http://www.56135.com/huoyuan/I9348591.html
山东潍坊诸城,江苏淮安,None,2018/10/7,http://www.56135.com/huoyuan/I9348590.html
山东潍坊诸城,山东东营广饶,None,2018/10/7,http://www.56135.com/huoyuan/I9348589.html
山东潍坊诸城,山东聊城冠县,None,2018/10/7,http://www.56135.com/huoyuan/I9348587.html
广西柳州,江苏常州,None,2018/10/7,http://www.56135.com/huoyuan/I9348534.html
四川广元,江苏常州,None,2018/10/7,http://www.56135.com/huoyuan/I9348533.html
云南曲靖,江苏常州,None,2018/10/7,http://www.56135.com/huoyuan/I9348532.html
湖南娄底,河南平顶山,None,2018/10/7,http://www.56135.com/huoyuan/I9348531.html
湖南娄底,江苏常州,None,2018/10/7,http://www.56135.com/huoyuan/I9348530.html
新疆,山东济宁嘉祥,None,2018/10/7,http://www.56135.com/huoyuan/I9348436.html
山东滨州惠民,江苏徐州沛县,None,2018/10/7,http://www.56135.com/huoyuan/I9348435.html
