福建漳州,北京,蔬菜,2019/1/1,http://www.56135.com/huoyuan/I11223622.html
河南开封,北京,冻品,2019/1/1,http://www.56135.com/huoyuan/I11223597.html
河北唐山滦县,北京顺义,普货,2019/1/1,http://www.56135.com/huoyuan/I11223435.html
湖南常德石门,北京通州,标包,2019/1/1,http://www.56135.com/huoyuan/I11223434.html
山东聊城阳谷,北京,普货,2019/1/1,http://www.56135.com/huoyuan/I11223355.html
山东潍坊,北京,普货,2019/1/1,http://www.56135.com/huoyuan/I11223354.html
四川遂宁,北京,绿通,2019/1/1,http://www.56135.com/huoyuan/I11223160.html
四川成都,北京,绿通,2019/1/1,http://www.56135.com/huoyuan/I11223157.html
云南德宏瑞丽,北京,普货,2019/1/1,http://www.56135.com/huoyuan/I11223150.html
四川南充嘉陵,北京,绿通,2019/1/1,http://www.56135.com/huoyuan/I11223131.html
四川成都蒲江,北京,17吨,2019/1/1,http://www.56135.com/huoyuan/I11223127.html
河南漯河,北京,冻品,2019/1/1,http://www.56135.com/huoyuan/I11223070.html
陕西西安,北京,菜花,2019/1/1,http://www.56135.com/huoyuan/I11223056.html
内蒙古鄂尔多斯杭锦旗,北京,石脑,2019/1/1,http://www.56135.com/huoyuan/I11222977.html
吉林松原扶余,北京顺义,普货,2019/1/1,http://www.56135.com/huoyuan/I11222628.html
吉林松原扶余,北京昌平,普货,2019/1/1,http://www.56135.com/huoyuan/I11222627.html
吉林松原扶余,北京通州,普货,2019/1/1,http://www.56135.com/huoyuan/I11222626.html
黑龙江哈尔滨双城,北京昌平,普货,2019/1/1,http://www.56135.com/huoyuan/I11222614.html
黑龙江哈尔滨双城,北京顺义,普货,2019/1/1,http://www.56135.com/huoyuan/I11222613.html
黑龙江哈尔滨双城,北京通州,普货,2019/1/1,http://www.56135.com/huoyuan/I11222612.html
辽宁锦州,北京,多车,2019/1/1,http://www.56135.com/huoyuan/I11222581.html
辽宁锦州,北京,MTBE,2019/1/1,http://www.56135.com/huoyuan/I11222566.html
黑龙江佳木斯,北京大兴,水稻,2019/1/1,http://www.56135.com/huoyuan/I11222400.html
吉林白城,北京延庆,草砖,2019/1/1,http://www.56135.com/huoyuan/I11222286.html
